0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Shot Chart Detail,0029701173,382,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,8,29,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-29,55,1,0,19980417,LAL,DAL
Shot Chart Detail,0029701173,392,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,7,28,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19980417,LAL,DAL
Shot Chart Detail,0029701173,424,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,5,31,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19980417,LAL,DAL
Shot Chart Detail,0029701187,11,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,11,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-109,-8,1,1,19980419,LAL,UTA
Shot Chart Detail,0029701187,16,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,10,18,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-6,44,1,0,19980419,LAL,UTA
Shot Chart Detail,0029701187,71,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,4,42,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19980419,LAL,UTA
Shot Chart Detail,0029701187,93,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,1,59,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19980419,LAL,UTA
Shot Chart Detail,0029701187,109,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,0,9,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-28,67,1,1,19980419,LAL,UTA
Shot Chart Detail,0029701187,154,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,7,41,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-29,78,1,0,19980419,LAL,UTA
Shot Chart Detail,0029701187,167,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,6,41,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,57,25,1,0,19980419,LAL,UTA
Shot Chart Detail,0029701187,194,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,4,1,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,35,48,1,1,19980419,LAL,UTA
Shot Chart Detail,0029701187,218,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,1,35,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19980419,LAL,UTA
Shot Chart Detail,0029701187,241,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,11,32,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19980419,LAL,UTA
Shot Chart Detail,0029701187,258,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,9,38,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19980419,LAL,UTA
Shot Chart Detail,0029701187,260,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,8,55,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-18,57,1,0,19980419,LAL,UTA
Shot Chart Detail,0029701187,261,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,8,50,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19980419,LAL,UTA
Shot Chart Detail,0029701187,264,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,8,11,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-89,-23,1,0,19980419,LAL,UTA
Shot Chart Detail,0029701187,270,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,7,36,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19980419,LAL,UTA
Shot Chart Detail,0029701187,314,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,3,9,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19980419,LAL,UTA
Shot Chart Detail,0029701187,372,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,9,24,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19980419,LAL,UTA
Shot Chart Detail,0029701187,387,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,8,11,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,42,70,1,0,19980419,LAL,UTA
Shot Chart Detail,0029701187,401,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,6,15,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19980419,LAL,UTA
Shot Chart Detail,0029701187,436,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,2,40,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19980419,LAL,UTA
Shot Chart Detail,0029701187,441,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,1,50,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-106,-8,1,0,19980419,LAL,UTA
Shot Chart Detail,0029800011,5,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,11,31,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19990205,LAL,HOU
Shot Chart Detail,0029800011,6,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,11,29,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19990205,LAL,HOU
Shot Chart Detail,0029800011,18,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,10,15,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990205,LAL,HOU
Shot Chart Detail,0029800011,31,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,8,33,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-70,93,1,1,19990205,LAL,HOU
Shot Chart Detail,0029800011,159,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,9,42,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,55,33,1,1,19990205,LAL,HOU
Shot Chart Detail,0029800011,171,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,7,52,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,61,72,1,1,19990205,LAL,HOU
Shot Chart Detail,0029800011,265,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,0,5,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-14,61,1,1,19990205,LAL,HOU
Shot Chart Detail,0029800011,271,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,11,24,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990205,LAL,HOU
Shot Chart Detail,0029800011,274,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,10,56,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,25,78,1,1,19990205,LAL,HOU
Shot Chart Detail,0029800011,314,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,7,11,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,83,23,1,1,19990205,LAL,HOU
Shot Chart Detail,0029800011,321,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,6,39,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19990205,LAL,HOU
Shot Chart Detail,0029800011,339,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,5,18,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-51,29,1,0,19990205,LAL,HOU
Shot Chart Detail,0029800011,348,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,4,29,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-81,-1,1,1,19990205,LAL,HOU
Shot Chart Detail,0029800011,369,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,1,26,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-94,-25,1,1,19990205,LAL,HOU
Shot Chart Detail,0029800011,422,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,7,59,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-1,68,1,0,19990205,LAL,HOU
Shot Chart Detail,0029800011,423,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,7,56,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990205,LAL,HOU
Shot Chart Detail,0029800011,443,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,5,50,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-14,55,1,0,19990205,LAL,HOU
Shot Chart Detail,0029800011,448,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,4,36,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-36,51,1,0,19990205,LAL,HOU
Shot Chart Detail,0029800011,459,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,3,28,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-29,46,1,1,19990205,LAL,HOU
Shot Chart Detail,0029800011,477,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,2,20,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-94,1,1,0,19990205,LAL,HOU
Shot Chart Detail,0029800011,484,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,2,13,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990205,LAL,HOU
Shot Chart Detail,0029800025,2,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,11,45,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,46,42,1,1,19990207,LAL,UTA
Shot Chart Detail,0029800025,8,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,10,38,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19990207,LAL,UTA
Shot Chart Detail,0029800025,10,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,10,37,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990207,LAL,UTA
Shot Chart Detail,0029800025,43,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,7,10,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-53,59,1,0,19990207,LAL,UTA
Shot Chart Detail,0029800025,59,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,6,2,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-3,48,1,1,19990207,LAL,UTA
Shot Chart Detail,0029800025,66,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,4,49,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19990207,LAL,UTA
Shot Chart Detail,0029800025,74,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,4,35,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,1,38,1,1,19990207,LAL,UTA
Shot Chart Detail,0029800025,83,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,3,4,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,46,25,1,0,19990207,LAL,UTA
Shot Chart Detail,0029800025,130,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,10,50,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19990207,LAL,UTA
Shot Chart Detail,0029800025,153,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,9,13,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-46,10,1,0,19990207,LAL,UTA
Shot Chart Detail,0029800025,165,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,7,57,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990207,LAL,UTA
Shot Chart Detail,0029800025,194,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,5,35,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990207,LAL,UTA
Shot Chart Detail,0029800025,196,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,5,4,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,31,59,1,0,19990207,LAL,UTA
Shot Chart Detail,0029800025,214,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,3,37,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,1,48,1,1,19990207,LAL,UTA
Shot Chart Detail,0029800025,253,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,0,44,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-40,16,1,0,19990207,LAL,UTA
Shot Chart Detail,0029800025,255,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,0,41,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990207,LAL,UTA
Shot Chart Detail,0029800025,262,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,0,0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19990207,LAL,UTA
Shot Chart Detail,0029800025,280,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,10,21,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990207,LAL,UTA
Shot Chart Detail,0029800025,321,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,5,47,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-46,16,1,0,19990207,LAL,UTA
Shot Chart Detail,0029800025,342,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,4,2,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-46,38,1,1,19990207,LAL,UTA
Shot Chart Detail,0029800025,351,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,2,51,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-31,81,1,0,19990207,LAL,UTA
Shot Chart Detail,0029800025,434,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,8,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-104,38,1,0,19990207,LAL,UTA
Shot Chart Detail,0029800025,452,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,6,58,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,59,3,1,0,19990207,LAL,UTA
Shot Chart Detail,0029800025,481,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,4,30,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-18,38,1,0,19990207,LAL,UTA
Shot Chart Detail,0029800025,508,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,1,54,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-3,48,1,0,19990207,LAL,UTA
Shot Chart Detail,0029800025,517,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,1,46,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990207,LAL,UTA
Shot Chart Detail,0029800025,541,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,0,21,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-25,59,1,1,19990207,LAL,UTA
Shot Chart Detail,0029800034,4,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,11,20,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,61,1,1,19990208,SAS,LAL
Shot Chart Detail,0029800034,31,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,8,12,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-130,18,1,1,19990208,SAS,LAL
Shot Chart Detail,0029800034,33,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,7,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,87,51,1,0,19990208,SAS,LAL
Shot Chart Detail,0029800034,67,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,4,38,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,44,40,1,1,19990208,SAS,LAL
Shot Chart Detail,0029800034,164,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,6,29,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,44,29,1,0,19990208,SAS,LAL
Shot Chart Detail,0029800034,174,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,5,9,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-38,40,1,1,19990208,SAS,LAL
Shot Chart Detail,0029800034,183,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,4,12,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,5,1,1,19990208,SAS,LAL
Shot Chart Detail,0029800034,220,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,11,33,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-81,12,1,1,19990208,SAS,LAL
Shot Chart Detail,0029800034,226,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,10,49,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,72,23,1,1,19990208,SAS,LAL
Shot Chart Detail,0029800034,254,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,8,3,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,44,33,1,1,19990208,SAS,LAL
Shot Chart Detail,0029800034,326,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,0,0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-10,23,1,0,19990208,SAS,LAL
Shot Chart Detail,0029800034,328,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,0,0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,18,1,0,19990208,SAS,LAL
Shot Chart Detail,0029800034,364,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,8,1,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-10,72,1,1,19990208,SAS,LAL
Shot Chart Detail,0029800034,384,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,4,50,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-89,29,1,0,19990208,SAS,LAL
Shot Chart Detail,0029800034,396,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,3,18,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,-1,1,1,19990208,SAS,LAL
Shot Chart Detail,0029800034,404,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,2,15,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,53,46,1,0,19990208,SAS,LAL
Shot Chart Detail,0029800034,409,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,1,40,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-25,40,1,0,19990208,SAS,LAL
Shot Chart Detail,0029800034,416,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,1,19,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-3,68,1,1,19990208,SAS,LAL
Shot Chart Detail,0029800048,9,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,10,58,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990210,DEN,LAL
Shot Chart Detail,0029800048,21,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,9,21,Missed Shot,Running Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-21,31,1,0,19990210,DEN,LAL
Shot Chart Detail,0029800048,28,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,8,19,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,51,53,1,0,19990210,DEN,LAL
Shot Chart Detail,0029800048,37,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,7,13,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19990210,DEN,LAL
Shot Chart Detail,0029800048,40,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,6,44,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990210,DEN,LAL
Shot Chart Detail,0029800048,43,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,6,13,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990210,DEN,LAL
Shot Chart Detail,0029800048,56,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,4,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,115,31,1,0,19990210,DEN,LAL
Shot Chart Detail,0029800048,120,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,11,11,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990210,DEN,LAL
Shot Chart Detail,0029800048,122,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,10,42,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990210,DEN,LAL
Shot Chart Detail,0029800048,142,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,8,50,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990210,DEN,LAL
Shot Chart Detail,0029800048,161,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,7,21,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990210,DEN,LAL
Shot Chart Detail,0029800048,207,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,2,33,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19990210,DEN,LAL
Shot Chart Detail,0029800048,250,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,11,28,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990210,DEN,LAL
Shot Chart Detail,0029800048,260,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,9,46,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-12,57,1,0,19990210,DEN,LAL
Shot Chart Detail,0029800048,268,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,8,39,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-76,3,1,1,19990210,DEN,LAL
Shot Chart Detail,0029800048,301,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,5,59,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990210,DEN,LAL
Shot Chart Detail,0029800048,315,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,4,23,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990210,DEN,LAL
Shot Chart Detail,0029800048,325,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,3,20,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,29,74,1,0,19990210,DEN,LAL
Shot Chart Detail,0029800048,328,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,2,39,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19990210,DEN,LAL
Shot Chart Detail,0029800048,432,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,2,54,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-6,78,1,0,19990210,DEN,LAL
Shot Chart Detail,0029800071,2,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,11,43,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-72,55,1,0,19990214,LAL,IND
Shot Chart Detail,0029800071,21,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,9,4,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-23,72,1,1,19990214,LAL,IND
Shot Chart Detail,0029800071,27,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,8,11,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-23,46,1,1,19990214,LAL,IND
